id,title,description,availability,availability_date,expiration_date,link,mobile_link,image_link,price,sale_price,sale_price_effective_date,identifier_exists,gtin,mpn,brand,product_highlight,product_highlight,product_highlight,product_highlight,product_detail,additional_image_link,additional_image_link,additional_image_link,additional_image_link,additional_image_link,additional_image_link,additional_image_link,condition,adult,color,size,size_type,size_system,gender,material,pattern,age_group,multipack,is bundle,unit_pricing_measure,unit_pricing_base_measure,energy_efficiency_class,min_energy_efficiency_class,max_energy_efficiency,item_group_id,video_link,virtual_model_link,cost_of_goods_sold,google_product_category,product_type,shipping,shipping_weight,min_handling_time,max_handling_time,min_transit_time,max_transit_time
40 R448a,"25lb R-448A Refrigerant, Honeywell, R404A & R22 Replacement – Made in USA","Honeywell R-448A in a 25-pound cylinder, made in the USA and offered as a replacement for both R-404A and R-22. Covering two older grades is what puts it on commercial refrigeration jobs where a single site still runs a mix of equipment.
The cylinder is factory sealed with virgin refrigerant and is listed as compliant with EPA regulations. Home24Care stocks it under commercial refrigerants for professional and commercial work, and 25 pounds is the size listed for it.",in_stock,,,https://home24care.com/products/25lb-r-448a-refrigerant-honeywell-r404a-r22-replacement-made-in-usa,,https://home24care.com/product-images/e03d810212959101-feed.jpg,365.00 USD,,,,,40 R448a,Honeywell,"At igvagas, we provide premium R-404A Commercial Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,,no,25 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Commercial Refrigerants,US:::0.00 USD,36 lb,0,1,1,3
40 R449,25lb R-449A Refrigerant,"The house-label R-449A cylinder holds 25 pounds and arrives factory sealed with virgin refrigerant, listed under commercial refrigerants for professional service work.
The same refrigerant appears elsewhere in the catalog as genuine Honeywell Solstice by the half and full pallet, so this is the single cylinder rather than the branded bulk buy. The listing states the grade and the quantity and little else, so check what your equipment is specified for before ordering. It is described as compliant with EPA regulations.",in_stock,,,https://home24care.com/products/25lb-r-449a-refrigerant,,https://home24care.com/product-images/f4e104e817b092bb-feed.jpg,145.00 USD,,,,,40 R449,Home24Care,"At igvagas, we provide premium Premium Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,,no,25 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Commercial Refrigerants,US:::0.00 USD,36 lb,0,1,1,3
507,"25lb R-507 Refrigerant, Commercial Refrigeration","R-507 for commercial refrigeration, 25 pounds to the cylinder, factory sealed with virgin refrigerant. The seal holds until someone opens it on site, so the jug that arrives is the jug that was filled, with nothing decanted along the way.
Home24Care stocks it for professional and commercial service and lists it as compliant with EPA regulations. Twenty-five pounds is the only size listed for this grade, and handling and charging belong to a qualified technician.",in_stock,,,https://home24care.com/products/25lb-r-507-refrigerant-commercial-refrigeration,,https://home24care.com/product-images/c44a3aa220b28dcc-feed.jpg,156.00 USD,,,,,507,Home24Care,"At igvagas, we provide premium R-507 Commercial Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,,no,25 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Specialty Refrigerants,US:::0.00 USD,36 lb,0,1,1,3
flush-it-26lb-with-gauge-15,26lb Flush-It Refrigerant Cleaner with Gauge – Made in USA,"Flush-It cleans refrigerant systems, and this 26-pound package comes with the gauge, so the cleaner and the tool for metering it arrive together rather than as two separate orders. Made in the USA.
It is a cleaner rather than a charge, which means it belongs to the flushing stage of a service job and never goes into a system as refrigerant. Home24Care lists it with the specialty refrigerants for professional and commercial work and describes it as compliant with EPA regulations.",in_stock,,,https://home24care.com/products/26lb-flush-it-refrigerant-cleaner-with-gauge-made-in-usa,,https://home24care.com/product-images/8934baa7252ed388-feed.jpg,280.00 USD,,,,,flush-it-26lb-with-gauge-15,Home24Care,"At igvagas, we provide premium Premium Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,,yes,26 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Specialty Refrigerants,US:::0.00 USD,,0,1,1,3
134a,"30lb R-134a Refrigerant, Automotive, 1/2 ACME","The fitting is the thing to get right here. This 30-pound cylinder of R-134a carries the 1/2 ACME connection and is sold as the automotive grade, while the HVAC version of the same refrigerant is listed separately with a 1/4 ACME valve. Ordering the wrong one leaves you with refrigerant you cannot connect.
The refrigerant is virgin and the cylinder is factory sealed. Home24Care stocks it for professional and commercial service and describes it as compliant with EPA regulations.",in_stock,,,https://home24care.com/products/30lb-r-134a-refrigerant-automotive-1-2-acme,,https://home24care.com/product-images/8f38f6d1240e10c7-feed.jpg,110.00 USD,,,,,134a,Home24Care,"At igvagas, we provide premium R-134A Automotive Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,,no,30 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Legacy Refrigerants,US:::0.00 USD,39 lb,0,1,1,3
34H-1,"30lb R-134a Refrigerant, HVAC, 1/4 ACME","A 30-pound cylinder of R-134a with a 1/4 ACME fitting, factory sealed and filled with virgin refrigerant. It is made in the USA and certified as compliant with EPA regulations.
Thirty pounds is a working stock size rather than a single-repair size, which puts this cylinder in shops handling HVAC service, automotive air conditioning and commercial refrigeration through a season. Home24Care lists it as a professional-grade refrigerant for professional and commercial use.",in_stock,,,https://home24care.com/products/30lb-r-134a-refrigerant-hvac-1-4-acme,,https://home24care.com/product-images/e7447ee0d4b7decb-feed.jpg,300.00 USD,,,,,34H-1,Home24Care,"At igvagas, we provide premium R-134A Automotive Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,,no,30 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Legacy Refrigerants,US:::0.00 USD,39 lb,0,1,1,3
22Brown,30lb R-22 Refrigerant Center,"R-22 in a 30-pound cylinder, factory sealed, virgin, and made in the USA under certification for compliance with EPA regulations.
R-22 is the legacy refrigerant of this catalog, stocked for equipment that was built around it and is still in service. The 30-pound cylinder is the size most service work draws from, large enough to cover repeat charges without committing to pallet quantity. It is sold for professional and commercial use in HVAC and refrigeration systems. If one cylinder is not enough, the same refrigerant is listed here in quarter-pallet and full-pallet counts.",in_stock,,,https://home24care.com/products/30lb-r-22-refrigerant-center,,https://home24care.com/product-images/6bbbe94ad342bb2b-feed.jpg,4500.00 USD,,,,,22Brown,Home24Care,"At igvagas, we provide premium R-22 Legacy Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,,no,30 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Legacy Refrigerants,US:::0.00 USD,39 lb,0,1,1,3
22G,"30lb R-22 Refrigerant, Virgin  – Made in USA","Equipment built for R-22 still needs R-22, and this listing covers one 30-pound cylinder of it. The refrigerant is virgin, the cylinder leaves the plant sealed, and production is in the USA under certification for compliance with EPA regulations.
Use is professional and commercial, covering HVAC and refrigeration systems that take R-22. Buying a single cylinder makes sense when the work is occasional; where R-22 service is steady, the same 30-pound cylinder appears here in quarter-pallet and full-pallet quantities.",in_stock,,,https://home24care.com/products/30lb-r-22-refrigerant-virgin-made-in-usa,,https://home24care.com/product-images/d52048fa557e063a-feed.jpg,200.00 USD,,,,,22G,Home24Care,"At igvagas, we provide premium R-22 Legacy Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,,no,30 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Legacy Refrigerants,US:::0.00 USD,40 lb,0,1,1,3
40 R513,"30lb R-513A Refrigerant, Low-GWP R-134a Replacement","R-513A is stocked here as a low-GWP replacement for R-134a, in a 30-pound cylinder that is factory sealed and filled with virgin refrigerant. Production is in the USA and the product is certified as compliant with EPA regulations.
The title states the role plainly: a lower global warming potential option in place of R-134a. It is sold for professional and commercial use in HVAC, automotive and commercial refrigeration systems, in the same 30-pound cylinder size as the R-134a it stands in for, so the change is in the refrigerant rather than in how the cylinder is bought.",in_stock,,,https://home24care.com/products/30lb-r-513a-refrigerant-low-gwp-r-134a-replacement,,https://home24care.com/product-images/3beea3b29cbc73b5-feed.jpg,180.00 USD,,,,,40 R513,Home24Care,"At igvagas, we provide premium R-134A Automotive Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,,no,30 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Legacy Refrigerants,US:::0.00 USD,39 lb,0,1,1,3
2404021com,9x6 Bellerose Greenhouse,"An integrated pergola with a trellis roof frames the entrance of the Bellerose, giving climbing vines and hanging plants somewhere to live before you step inside. The glazing is 10mm 4-wall polycarbonate rated at R-2.1, holding 30% more heat than the standard 6mm twin-wall panels most greenhouses use and diffusing light so seedlings get coverage without scorching. The frame is FSC-certified, kiln-dried cedar, naturally resistant to rot, decay, and insects. Inside there are 54 square feet of floor space, 19 linear feet of upper and lower staging shelves, and an interior water spigot, and the entry door is wide enough to push a wheelbarrow through. A thermostat-activated exhaust fan and a casement window cover active and passive airflow. Pro-Tect tested to 3,700 pounds of snow load and 100 mph winds, with a 5-year warranty.",in_stock,,,https://home24care.com/products/9x6-bellerose-greenhouse,,https://home24care.com/product-images/b4ae4b1a7ebd0404-feed.jpg,1119.60 USD,999.60 USD,,,752113494022,2404021com,Backyard Discovery,10mm 4-wall polycarbonate with R-2.1 insulation retains 30% more heat than standard 6mm twin-wall,1 thermostat-activated exhaust fan plus 1 casement window for active and passive airflow,54 sq ft interior with 19 linear feet of upper and lower staging shelves,Interior water spigot included for watering inside the greenhouse,,https://home24care.com/product-images/9898754be2215c4e-feed.jpg,https://home24care.com/product-images/746f9cd8b4153305-feed.jpg,https://home24care.com/product-images/cd4b2a65623fedbf-feed.jpg,https://home24care.com/product-images/ed5f3c86fdb8b4ca-feed.jpg,https://home24care.com/product-images/4757af348e3e0301-feed.jpg,https://home24care.com/product-images/fc74cfa8601d13ee-feed.jpg,https://home24care.com/product-images/1782207cc607906c-feed.jpg,new,no,,9x6,,,,,,,,no,,,,,,bellerose-greenhouses,,,,Home & Garden > Lawn & Garden > Gardening > Greenhouses,Outdoor Living > Greenhouses,US:::0.00 USD,870 lb,0,1,1,3
2304185com,9x6 Bellerose Greenhouse - White,"Pre-stained and sealed in white, the cedar frame on this Bellerose stands out brighter against a lawn or fence line than the natural version, and it resists rot, decay, and insects just the same. The FSC-certified, kiln-dried wood carries 10mm 4-wall polycarbonate glazing with an R-2.1 insulation value, which retains 30% more heat than standard 6mm twin-wall panels and turns direct sun into diffused light. An integrated pergola with a trellis roof covers the entrance, ready for hanging plants and climbing vines. The 54 square foot interior holds 19 linear feet of upper and lower staging shelves and an interior water spigot, and the door is sized for a wheelbarrow. Ventilation comes from a thermostat-activated exhaust fan and a casement window. Pro-Tect tested to 3,700 pounds of snow load and 100 mph winds, with a 5-year warranty.",in_stock,,,https://home24care.com/products/9x6-white-bellerose-greenhouse,,https://home24care.com/product-images/babe77d985a88759-feed.jpg,1319.60 USD,,,,752113394186,2304185com,Backyard Discovery,10mm 4-wall polycarbonate with R-2.1 insulation retains 30% more heat than standard 6mm twin-wall,1 thermostat-activated exhaust fan plus 1 casement window for active and passive airflow,54 sq ft interior with 19 linear feet of upper and lower staging shelves,Interior water spigot included for watering inside the greenhouse,,https://home24care.com/product-images/6d025caed106995a-feed.jpg,https://home24care.com/product-images/843a930831b30538-feed.jpg,https://home24care.com/product-images/14808e4ca3811af6-feed.jpg,https://home24care.com/product-images/68f97efacffbaea5-feed.jpg,https://home24care.com/product-images/004633c61567b49d-feed.jpg,https://home24care.com/product-images/a1bab9a2b0778925-feed.jpg,https://home24care.com/product-images/fa2cefa9932e2423-feed.jpg,new,no,White,9x6,,,,,,,,no,,,,,,bellerose-greenhouses,,,,Home & Garden > Lawn & Garden > Gardening > Greenhouses,Outdoor Living > Greenhouses,US:::0.00 USD,873.08 lb,0,1,1,3
2404281com,9x6 Poppy Greenhouse,"Growing space on the Poppy runs past its walls, since the trellis roof extends over three sides with room to hang baskets, trail plants, and train vines along the roofline. Inside, 50 square feet holds 26 linear feet of upper and lower staging shelves, including a freestanding 4-tier rack that keeps supplies off the floor. The glazing is 10mm 4-wall polycarbonate rated R-2.1, retaining 30% more heat than standard 6mm twin-wall and turning direct sun into diffused light. Its FSC-certified, kiln-dried cedar frame takes moisture and seasonal swings without rotting or drawing insects. A thermostat-activated exhaust fan and a casement window handle temperature, and an interior water spigot with a collapsible hose saves trips to the outside tap. Pro-Tect tested to 2,600 pounds of snow load and 100 mph winds, backed by a 5-year warranty.",in_stock,,,https://home24care.com/products/9x6-poppy-greenhouse,,https://home24care.com/product-images/0f8eb093914fcbf8-feed.jpg,1119.60 USD,959.60 USD,,,752113494282,2404281com,Backyard Discovery,10mm 4-wall polycarbonate with R-2.1 insulation retains 30% more heat than standard 6mm twin-wall,1 thermostat-activated exhaust fan plus 1 casement window for active and passive airflow,50 sq ft interior with 26 linear feet of upper and lower staging shelves including a 4-tier rack,Interior water spigot with collapsible hose included for watering inside the greenhouse,,https://home24care.com/product-images/8e775080a92d594b-feed.jpg,https://home24care.com/product-images/7a2a65b473cb8c1c-feed.jpg,https://home24care.com/product-images/596849ba750a6813-feed.jpg,https://home24care.com/product-images/c0689f87ce45c307-feed.jpg,https://home24care.com/product-images/89d0bda9a200d13c-feed.jpg,https://home24care.com/product-images/e71db2258cad8e8e-feed.jpg,https://home24care.com/product-images/bf3e4f4808b36762-feed.jpg,new,no,,9x6,,,,,,,,no,,,,,,poppy-greenhouses,,,,Home & Garden > Lawn & Garden > Gardening > Greenhouses,Outdoor Living > Greenhouses,US:::0.00 USD,802 lb,0,1,1,3
2404014Bcom,9x6 Willow Greenhouse,"Clean lines and a single sloped roof keep the Willow compact enough to sit alongside a modern house without competing with it. The 9x6 frame is FSC-certified, kiln-dried cedar that resists rot, decay, and insects, and the glazing is 10mm 4-wall polycarbonate rated R-2.1, retaining 30% more heat than standard 6mm twin-wall while softening sunlight so there are no hot spots over the shelves. Inside, 54 square feet of floor space includes 13 linear feet of lower staging shelves and a slat wall for hanging baskets and tools, plus an interior water spigot. A thermostat-activated exhaust fan and a casement window handle ventilation. Pro-Tect testing rates it to 2,800 pounds of snow load and 100 mph winds, and it comes with a 5-year warranty.",in_stock,,,https://home24care.com/products/willow-greenhouse,,https://home24care.com/product-images/2c2aa4cc157b2762-feed.jpg,799.60 USD,719.60 USD,,,752113494015,2404014Bcom,Backyard Discovery,10mm 4-wall polycarbonate with R-2.1 insulation retains 30% more heat than standard 6mm twin-wall,1 thermostat-activated exhaust fan plus 1 casement window for active and passive airflow,54 sq ft interior with 13 linear feet of lower staging shelves,Interior water spigot included for watering inside the greenhouse,,https://home24care.com/product-images/a6aae7abf5f79be9-feed.jpg,https://home24care.com/product-images/104d72bdb70898e7-feed.jpg,https://home24care.com/product-images/7c5e9fbb34389437-feed.jpg,https://home24care.com/product-images/b599ede5263b6aa0-feed.jpg,https://home24care.com/product-images/d9159f0b81e3fcb1-feed.jpg,https://home24care.com/product-images/2aecaf659d311331-feed.jpg,https://home24care.com/product-images/fc50c4085c53ff9e-feed.jpg,new,no,,9x6,,,,,,,,no,,,,,,willow-greenhouses,,,,Home & Garden > Lawn & Garden > Gardening > Greenhouses,Outdoor Living > Greenhouses,US:::0.00 USD,648 lb,0,1,1,3
2304178Bcom,9x6 Willow Greenhouse - White,"This Willow ships with its cedar pre-stained and sealed in white, a brighter finish on the same compact sloped-roof design. The frame is FSC-certified and kiln-dried, resisting rot, decay, and insects through years of seasonal exposure. Panels are 10mm 4-wall polycarbonate with an R-2.1 insulation value, holding 30% more heat than standard 6mm twin-wall and diffusing sunlight rather than concentrating it. The 54 square foot interior includes 13 linear feet of lower staging shelves, a slat wall for hanging baskets and tools, and an interior water spigot. Ventilation runs through a thermostat-activated exhaust fan and a casement window. Pro-Tect tested to 2,800 pounds of snow load and 100 mph winds, with a 5-year warranty.",in_stock,,,https://home24care.com/products/9x6-willow-greenhouse-white,,https://home24care.com/product-images/a9fb0cf9a8ff347f-feed.jpg,919.60 USD,719.60 USD,,,752113394179,2304178Bcom,Backyard Discovery,10mm 4-wall polycarbonate with R-2.1 insulation retains 30% more heat than standard 6mm twin-wall,1 thermostat-activated exhaust fan plus 1 casement window for active and passive airflow,54 sq ft interior with 13 linear feet of lower staging shelves,Interior water spigot included for watering inside the greenhouse,,https://home24care.com/product-images/27d538b2b632ef28-feed.jpg,https://home24care.com/product-images/24b832d24ac0a001-feed.jpg,https://home24care.com/product-images/e1d7acb8ab843e61-feed.jpg,https://home24care.com/product-images/9ca54da06315efd5-feed.jpg,https://home24care.com/product-images/9a79902c6274d1a4-feed.jpg,https://home24care.com/product-images/cd9484af09dbcbcc-feed.jpg,https://home24care.com/product-images/b34f8623c1cf0f63-feed.jpg,new,no,White,9x6,,,,,,,,no,,,,,,willow-greenhouses,,,,Home & Garden > Lawn & Garden > Gardening > Greenhouses,Outdoor Living > Greenhouses,US:::0.00 USD,648 lb,0,1,1,3
1605022Dcom,Beach Front Swing Set,"Monkey bars, an 8-foot wave slide, and a large upper deck under a colorful canopy. A ship's steering wheel and a toy telescope are mounted within reach on the deck. Kids climb the rock wall, which doubles as the ladder, then cross the monkey bars or take the slide down. Two belt swings and a trapeze hang from the beam. At ground level, the shaded area under the deck works as a sandbox, with sand not included, and a covered snack bar window with bench seating and a bright awning gives kids somewhere to sit with a drink or spread out craft supplies. The frame is cedar, which naturally resists rot and decay. It ships ready to assemble with interactive step-by-step instructions in the BILT app and a 5-year warranty.",in_stock,,,https://home24care.com/products/beach-front-wooden-swing-set,,https://home24care.com/product-images/75ac5f6a051b8c3a-feed.jpg,359.60 USD,319.60 USD,,,752113695023,1605022Dcom,Backyard Discovery,Lower Play Space: Shaded sandbox area to inspire creative sensory play (sand not included),Industry-Leading Warranty: 5-year warranty for added peace of mind,Monkey Bar Fun: Creates a playful challenge that promotes strength as children swing and climb,Built-In Picnic Area: Covered snack bar window with bench seating is ideal for juice breaks or arts and crafts,,https://home24care.com/product-images/7b9c634e72c04de2-feed.jpg,https://home24care.com/product-images/087aca8b054aa29a-feed.jpg,https://home24care.com/product-images/5390fd3734fd27c6-feed.jpg,https://home24care.com/product-images/d568bae034f117c9-feed.jpg,https://home24care.com/product-images/223bc89c0aad81c2-feed.jpg,https://home24care.com/product-images/3c652e35a40fa1be-feed.jpg,https://home24care.com/product-images/de908452048184f8-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Toys & Games > Outdoor Play Equipment > Swing Sets & Playsets,Outdoor Living > Swing Sets,US:::0.00 USD,55.12 lb,0,1,1,3
1952050Dcom,Big Brutus Heavy-Duty Metal A-Frame Swing Set,"Entirely steel: galvanized steel under a powder-coated finish, with no wood to stain or seal. The angled A-frame is what gives it stability, and the heavy-duty hardware is sized to match. Two belt swings hang on coated chains that stay comfortable to grip, with a metal trapeze bar beside them for hanging and flipping. The swing zone is extra large, leaving room for more than one child to swing at the same time without crowding. Molded feet and the included ground anchors hold the frame down as a freestanding structure. Pieces come pre-fabricated, pre-drilled, and powder coated for assembly, and the set carries a 5-year warranty. Galvanized steel also means weather does little to it and upkeep stays minimal.",in_stock,,,https://home24care.com/products/big-brutus-heavy-duty-metal-a-frame-swing-set,,https://home24care.com/product-images/28e0569041daafb0-feed.jpg,259.60 USD,199.60 USD,,,752113992252,1952050Dcom,Backyard Discovery,Classic Swinging Fun: 2 durable belt swings with coated chains and 1 trapeze bar provide sky-high adventures,Industry-Leading Warranty: 5-year warranty for added peace of mind,"Freestanding Setup: Molded feet with included ground anchors provide a secure, freestanding design for enhanced safety","Spacious Swing Zone: Extra-large design offers ample room for multiple children to swing together safely, encouraging shared playtime",,https://home24care.com/product-images/585fd55d18ba9a45-feed.jpg,https://home24care.com/product-images/f61922fbd74c73cc-feed.jpg,https://home24care.com/product-images/28d6ff526dfe48a8-feed.jpg,https://home24care.com/product-images/55e499a34e2fa0f8-feed.jpg,https://home24care.com/product-images/82f518cfd5cd3edd-feed.jpg,https://home24care.com/product-images/967217183a9a3c86-feed.jpg,https://home24care.com/product-images/d22cef60f0842dbc-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Toys & Games > Outdoor Play Equipment > Swing Sets & Playsets,Outdoor Living > Swing Sets,US:::0.00 USD,185.19 lb,0,1,1,3
1906013com,Bristol Point Swing Set,"Two slides run off the clubhouse here, an enclosed spiral tube slide and a 10-foot wave slide. The clubhouse sits under a wooden roof with bay windows that bring in natural light, two balconies, a steering wheel, a chalkboard, and a toy telescope for scouting the yard. Getting up is either the flat-step ladder or the rock wall, which has twelve holds. The level below is a playhouse with a working half door, a mounted chalkboard, and a play kitchen holding a toy stovetop, a grill, a sink, a battery-powered blender, plastic food, a cookware set, and a dinner bell. Two belt swings and a trapeze hang from the beam. The frame is natural cedar, it ships ready to assemble with BILT app instructions, and a 5-year warranty comes with it.",in_stock,,,https://home24care.com/products/bristol-point-wooden-swing-set,,https://home24care.com/product-images/437ba86fc338f3eb-feed.jpg,879.60 USD,,,,752113996014,1906013com,Backyard Discovery,"Spiral Tube Slide: Enclosed curvy slide delivers exhilarating, twisty rides for little adventurers",Chalkboard Door: Adorable working half door with a built-in chalkboard is ready for artwork and cute messages,Versatile Swinging Fun: 2 classic belt swings and 1 trapeze allow multiple kids to swing at once,"Speedy Wave Slide: 10-foot wave slide offers swift, safe descents for endless fun every time",,https://home24care.com/product-images/c2c8e98a6b5d3093-feed.jpg,https://home24care.com/product-images/1aa5a568ccfd7dcd-feed.jpg,https://home24care.com/product-images/4164086bdc982c43-feed.jpg,https://home24care.com/product-images/26ae8dbe46ab9a63-feed.jpg,https://home24care.com/product-images/9496e4bf7072e7aa-feed.jpg,https://home24care.com/product-images/f73a8296baf527a0-feed.jpg,https://home24care.com/product-images/90a18a99cab45f18-feed.jpg,new,no,,,,,,,,,,no,,,,,,,,,,Toys & Games > Outdoor Play Equipment > Swing Sets & Playsets,Outdoor Living > Swing Sets,US:::0.00 USD,587 lb,0,1,1,3
r134a-automotive-refrigerant-10-x-30lb-cy-ed95a8a8,Bulk Pack – 10 × 30lb R-134a Automotive Refrigerant,"Ten 30-pound cylinders of R-134a ship as one bulk pack, 300 pounds of refrigerant in total. Every cylinder is virgin, factory sealed, made in the USA and certified as compliant with EPA regulations.
The pack suits a shop going through R-134a steadily across automotive air conditioning and HVAC service, where ordering one cylinder at a time means reordering constantly. These are the same 30-pound cylinders sold individually on the site, so nothing about the product changes with quantity, only how much of it arrives at once.",in_stock,,,https://home24care.com/products/bulk-pack-10-x-30lb-r-134a-automotive-refrigerant,,https://home24care.com/product-images/bbe0bc0044b6ecd1-feed.jpg,500.00 USD,,,,,r134a-automotive-refrigerant-10-x-30lb-cylinders-free-freight-47,Home24Care,"At igvagas, we provide premium R-134A Automotive Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,10,no,30 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Legacy Refrigerants,US:::0.00 USD,400 lb,0,1,1,3
r134a-refrigerant-30lb-11,Bulk Pack – 20 × 30lb R-134a Automotive Refrigerant,"Twenty cylinders at 30 pounds each, 600 pounds of R-134a in a single bulk pack. The refrigerant is virgin and factory sealed, made in the USA and certified as compliant with EPA regulations.
This is the step between the ten-cylinder pack and a full pallet, which makes it a reasonable order for a shop that knows its seasonal R-134a volume and would rather take delivery once. Applications are the usual ones for R-134a, meaning automotive air conditioning and commercial refrigeration alongside general HVAC work.",in_stock,,,https://home24care.com/products/bulk-pack-20-x-30lb-r-134a-automotive-refrigerant,,https://home24care.com/product-images/56729ff10165631c-feed.jpg,300.00 USD,,,,,r134a-refrigerant-30lb-11,Home24Care,"At igvagas, we provide premium R-134A Automotive Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,20,no,30 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Legacy Refrigerants,US:::0.00 USD,800 lb,0,1,1,3
40 R404,"Full Pallet – 40 × 24lb R-404A Refrigerant, Free Freight","A full pallet of R-404A, forty cylinders at 24 pounds each and 960 pounds of refrigerant altogether. R-404A is the commercial refrigeration grade in this range, and every cylinder on the pallet is virgin, factory sealed, made in the USA and certified as compliant with EPA regulations.
Pallet quantity is aimed at contractors and distributors with recurring commercial refrigeration work rather than at any one job. All forty units are the same 24-pound size, so stock rotates without sorting through mixed cylinders.",in_stock,,,https://home24care.com/products/full-pallet-40-x-24lb-r-404a-refrigerant-free-freight,,https://home24care.com/product-images/700bdcd2a992541a-feed.jpg,11196.00 USD,,,,,40 R404,Home24Care,"At igvagas, we provide premium R-404A Commercial Refrigerant solutions for HVAC, automotive, and commercial refrigeration systems. Our products are:",✓ Factory sealed and virgin,✓ Made in USA – Highest quality standards,✓ Certified and compliant with EPA regulations,,,,,,,,,new,no,,,,,,,,,40,no,24 lb,,,,,,,,,"Hardware > Heating, Ventilation & Air Conditioning",Refrigerants & Gases > Bulk & Pallet Orders,US:::0.00 USD,1400 lb,0,1,1,3
